object:water.n.06	location:sink.n.01	1.2897937298402995	*
object:water.n.06	location:refrigerator.n.01	0.5112801053346409	*
object:water.n.06	location:microwave.n.02	0.2781288152652078	*
object:water.n.06	location:container.n.01	0.2748630617017323	*
object:water.n.06	location:bowl.n.01	0.2419375810699714	*
object:water.n.06	location:drinking_glass.n.01	0.20423592257710754	*
object:water.n.06	location:pot.n.01	0.14568700350961142	*
object:water.n.06	location:cup.n.01	0.1453602384800458	*
object:water.n.06	location:can.n.01	0.10485735493443292	*
object:water.n.06	location:counter.n.01	0.07467743848680153	
object:water.n.06	location:omelet.n.01	0.06988590615104472	
object:water.n.06	location:mug.n.04	0.06368110780221191	*
object:water.n.06	location:jar.n.01	0.00827137278735775	*
object:water.n.06	location:watering_can.n.01	-0.004412401944406916	*
object:water.n.06	location:teapot.n.01	-0.007609906607307121	*
object:water.n.06	location:water_bottle.n.01	-0.008170932942764952	*
object:water.n.06	location:faucet.n.01	-0.008770009462447699	*
object:water.n.06	location:coffee_maker.n.01	-0.020338986592614107	*
object:water.n.06	location:skillet.n.01	-0.026707540729862377	*
object:water.n.06	location:table.n.02	-0.18222911429314764	

object:toaster.n.02	location:bowl.n.01	0.22373917845166208	

object:potato.n.01	location:table.n.02	-0.21878846414790934	

object:drinking_glass.n.01	location:sink.n.01	1.4067905128958957	*
object:drinking_glass.n.01	location:cabinet.n.01	1.404780082574238	*
object:drinking_glass.n.01	location:refrigerator.n.01	0.9206422935895389	*
object:drinking_glass.n.01	location:box.n.01	0.8502598478690976	*
object:drinking_glass.n.01	location:drinking_glass.n.01	0.07315503123228857	*
object:drinking_glass.n.01	location:counter.n.01	-0.27805302068208543	*

object:sandwich.n.01	location:water.n.06	0.5419640582730447	
object:sandwich.n.01	location:cup.n.01	0.09886459908590246	
object:sandwich.n.01	location:cutting_board.n.01	-0.32049699785155106	

object:bag.n.01	location:microwave.n.02	0.2667017016630457	

object:hanger.n.02	location:plate.n.04	-0.22695811611033606	

object:fork.n.01	location:cabinet.n.01	1.2180340100857212	*
object:fork.n.01	location:box.n.01	0.9466113331157463	*
object:fork.n.01	location:bag.n.01	0.60161022870936	*
object:fork.n.01	location:sink.n.01	0.5751269067963315	*
object:fork.n.01	location:water.n.06	0.5688451143372957	*
object:fork.n.01	location:bowl.n.01	0.3750672766500056	*
object:fork.n.01	location:container.n.01	0.31781590864062675	*
object:fork.n.01	location:pot.n.01	0.20183018439095518	*
object:fork.n.01	location:skillet.n.01	0.15721352948382153	*
object:fork.n.01	location:omelet.n.01	0.10737594381857335	*
object:fork.n.01	location:aluminum_foil.n.01	-0.017949710066543587	
object:fork.n.01	location:napkin.n.01	-0.14966069246824518	*
object:fork.n.01	location:table.n.02	-0.3443032014136141	*

object:napkin.n.01	location:towel.n.01	-0.39844216267486504	

object:lid.n.02	location:bag.n.01	0.8109781570547108	
object:lid.n.02	location:tissue_paper.n.01	-0.023203347375609855	

object:cabinet.n.01	location:trash_can.n.01	0.43383745145951025	

object:sink.n.01	location:container.n.01	0.47799587416706135	

object:scrub_brush.n.01	location:hanger.n.02	-0.01308802784487896	
object:scrub_brush.n.01	location:lid.n.02	-0.12905819007308136	
object:scrub_brush.n.01	location:spoon.n.01	-0.14381700291860375	

object:dish.n.01	location:basket.n.01	1.0426220234330248	
object:dish.n.01	location:bag.n.01	0.8017168327095819	

object:soap_dispenser.n.01	location:container.n.01	0.3408835639512902	

object:pot.n.01	location:cabinet.n.01	1.6629479208732942	*
object:pot.n.01	location:sink.n.01	1.3148950981043372	*
object:pot.n.01	location:refrigerator.n.01	1.1086484207156773	*
object:pot.n.01	location:oven.n.01	0.5377615960882852	*
object:pot.n.01	location:water.n.06	0.5328201598235731	*
object:pot.n.01	location:kitchen_stove.n.01	-0.3519937619081464	*
object:pot.n.01	location:counter.n.01	-0.5009047452715155	*

object:lettuce.n.02	location:skillet.n.01	0.30459920581617783	

object:switch.n.01	location:basket.n.01	0.45940874237892165	
object:switch.n.01	location:container.n.01	0.10287075671402454	

object:alarm_clock.n.01	location:box.n.01	1.0008088548013163	
object:alarm_clock.n.01	location:trash_can.n.01	0.7572841111605433	
object:alarm_clock.n.01	location:sandwich.n.01	0.01652227406026123	

object:towel.n.01	location:table.n.02	-0.8010095447524078	

object:tissue_paper.n.01	location:bowl.n.01	0.3732896439656759	

object:lamp.n.02	location:counter.n.01	-0.548844940485832	

object:kitchen_stove.n.01	location:microwave.n.02	0.21589987952762338	

object:container.n.01	location:cabinet.n.01	1.4802763891482327	*
object:container.n.01	location:box.n.01	1.0999843070727582	*
object:container.n.01	location:sink.n.01	0.917989090354802	*
object:container.n.01	location:refrigerator.n.01	0.7944486125689033	*
object:container.n.01	location:basket.n.01	0.7192528937631179	*
object:container.n.01	location:trash_can.n.01	0.5446203740716019	*
object:container.n.01	location:microwave.n.02	0.45386020369866376	*
object:container.n.01	location:oven.n.01	0.3178742850641348	*
object:container.n.01	location:water_bottle.n.01	0.003915906529305827	

object:jar.n.01	location:container.n.01	0.5681517374106101	
object:jar.n.01	location:teapot.n.01	0.035092837450779554	
object:jar.n.01	location:book.n.01	-0.11103267618861697	

object:cutting_board.n.01	location:dish.n.01	-0.4302043120637549	

object:soap.n.01	location:knife.n.01	-0.07390889189201304	

object:omelet.n.01	location:kitchen_stove.n.01	-0.18087183069163887	

object:teapot.n.01	location:trash_can.n.01	0.7884106667645553	

object:knob.n.02	location:cabinet.n.01	0.8210521854171365	
object:knob.n.02	location:bowl.n.01	0.1840932247933587	

object:bread.n.01	location:jar.n.01	0.12978490850785904	
object:bread.n.01	location:knife.n.01	-0.07728907157754047	
object:bread.n.01	location:table.n.02	-0.32536942488357995	

object:apple.n.01	location:napkin.n.01	-0.01112849586912644	

object:aluminum_foil.n.01	location:cabinet.n.01	1.289742488562316	*
object:aluminum_foil.n.01	location:basket.n.01	0.933213142971893	*
