6	79	2
6	95	2
6	80	2
6	81	2
6	82	2
6	84	2
6	97	2
6	100	2
6	105	2
6	106	2
6	102	2
6	107	2
6	85	2
6	86	2
6	108	2
6	87	2
9	109	2
9	76	2
9	77	2
9	94	2
9	79	2
9	110	2
9	80	2
9	82	2
9	84	2
9	105	2
9	106	2
9	85	2
11	111	2
11	76	2
11	77	2
11	112	2
11	78	2
11	113	2
11	114	2
11	79	2
11	80	2
11	82	2
11	84	2
11	98	2
11	105	2
11	85	2
11	87	2
14	109	2
14	115	2
14	101	2
17	116	2
17	117	2
17	84	2
17	106	2
17	86	2
20	109	2
21	76	2
21	77	2
21	78	2
21	79	2
21	80	2
21	82	2
21	84	2
21	98	2
21	100	2
21	107	2
21	86	2
21	87	2
23	111	2
23	75	2
23	76	2
23	77	2
23	78	2
23	79	2
23	80	2
23	81	2
23	84	2
23	107	2
23	85	2
23	87	2
24	76	2
24	77	2
24	118	2
24	94	2
24	79	2
24	80	2
24	81	2
24	83	2
24	84	2
24	101	2
24	85	2
24	86	2
25	76	2
25	94	2
25	79	2
25	110	2
25	80	2
25	81	2
25	82	2
25	84	2
25	105	2
25	106	2
25	85	2
25	86	2
26	79	2
26	110	2
26	82	2
26	84	2
26	97	2
26	98	2
26	105	2
26	106	2
26	85	2
27	79	2
27	84	2
119	109	2
119	118	2
119	79	2
119	84	2
119	98	2
119	105	2
30	78	2
30	94	2
30	81	2
30	84	2
30	105	2
30	106	2
30	85	2
31	79	2
31	84	2
31	105	2
32	116	2
32	79	2
32	84	2
32	98	2
32	100	2
32	105	2
32	85	2
33	76	2
33	77	2
33	79	2
33	83	2
33	84	2
33	105	2
33	85	2
34	111	2
34	75	2
34	76	2
34	77	2
34	79	2
34	120	2
34	80	2
34	83	2
34	84	2
34	100	2
34	107	2
34	85	2
34	86	2
121	109	2
121	118	2
121	79	2
121	84	2
121	101	2
121	105	2
35	76	2
35	77	2
35	79	2
35	80	2
35	82	2
35	84	2
35	98	2
35	100	2
35	101	2
35	102	2
35	86	2
122	79	2
122	84	2
122	99	2
122	101	2
37	111	2
37	104	2
37	75	2
37	76	2
37	77	2
37	78	2
37	94	2
37	79	2
37	120	2
37	81	2
37	84	2
37	99	2
37	100	2
37	107	2
37	85	2
38	123	2
38	109	2
38	94	2
38	79	2
38	95	2
38	80	2
38	84	2
38	98	2
38	115	2
38	100	2
38	101	2
38	105	2
38	106	2
38	102	2
38	85	2
42	106	2
43	123	2
43	89	2
43	79	2
43	124	2
43	84	2
43	98	2
43	101	2
43	86	2
44	79	2
44	84	2
44	105	2
45	111	2
45	75	2
45	125	2
45	76	2
45	77	2
45	78	2
45	113	2
45	79	2
45	80	2
45	82	2
45	83	2
45	84	2
45	100	2
45	105	2
45	107	2
45	85	2
45	86	2
46	76	2
46	77	2
46	118	2
46	94	2
46	79	2
46	110	2
46	84	2
46	105	2
46	106	2
46	85	2
47	79	2
47	84	2
47	106	2
51	126	2
51	127	2
51	77	2
51	78	2
51	90	2
51	79	2
51	84	2
51	99	2
51	100	2
51	106	2
51	102	2
51	85	2
51	86	2
51	108	2
52	116	2
52	75	2
52	109	2
52	76	2
52	77	2
52	118	2
52	79	2
52	110	2
52	82	2
52	84	2
53	94	2
53	79	2
53	82	2
53	83	2
53	84	2
53	106	2
55	105	2
57	79	2
57	110	2
57	82	2
57	83	2
57	84	2
57	97	2
57	101	2
57	105	2
57	106	2
58	79	2
58	110	2
58	80	2
58	81	2
58	84	2
128	109	2
128	79	2
128	84	2
128	105	2
59	104	2
59	75	2
59	109	2
59	89	2
59	79	2
59	83	2
59	84	2
59	99	2
59	105	2
129	79	2
129	84	2
129	105	2
60	109	2
60	94	2
60	79	2
60	83	2
60	84	2
60	101	2
60	105	2
60	106	2
61	84	2
61	105	2
61	106	2
130	116	2
130	112	2
130	90	2
130	131	2
130	110	2
130	81	2
130	83	2
130	105	2
130	106	2
130	85	2
62	109	2
62	76	2
62	94	2
62	79	2
62	81	2
62	82	2
62	84	2
62	100	2
62	105	2
62	106	2
62	85	2
63	79	2
63	84	2
63	99	2
63	101	2
63	86	2
65	105	2
66	76	2
66	94	2
66	79	2
66	81	2
66	82	2
66	84	2
66	101	2
66	106	2
66	85	2
67	125	2
67	76	2
67	77	2
67	78	2
67	94	2
67	79	2
67	80	2
67	82	2
67	84	2
67	100	2
67	106	2
67	107	2
67	85	2
132	112	2
132	133	2
132	90	2
132	110	2
132	81	2
132	83	2
132	85	2
69	118	2
69	79	2
69	84	2
69	105	2
69	85	2
70	109	2
70	112	2
70	79	2
70	110	2
70	80	2
70	81	2
70	84	2
70	105	2
70	85	2
70	86	2
71	94	2
71	79	2
71	110	2
71	82	2
71	84	2
71	106	2
72	111	2
72	75	2
72	127	2
72	76	2
72	77	2
72	78	2
72	79	2
72	120	2
72	80	2
72	82	2
72	84	2
72	100	2
72	101	2
72	106	2
72	85	2
72	86	2
72	108	2
73	111	2
73	104	2
73	127	2
73	76	2
73	77	2
73	78	2
73	94	2
73	79	2
73	80	2
73	81	2
73	84	2
73	85	2
73	86	2
74	104	2
74	88	2
74	126	2
74	79	2
74	120	2
74	117	2
74	84	2
74	106	2
1	78	3
1	110	3
1	81	3
1	82	3
1	83	3
1	134	3
1	98	3
1	99	3
1	100	3
1	86	3
1	87	3
3	99	3
3	101	3
3	105	3
3	106	3
3	102	3
3	135	3
6	88	3
6	125	3
6	89	3
6	78	3
6	95	3
6	82	3
6	97	3
6	98	3
6	100	3
6	101	3
6	106	3
6	102	3
6	86	3
6	103	3
6	135	3
9	110	3
9	83	3
9	84	3
9	98	3
9	101	3
9	105	3
9	106	3
9	135	3
11	111	3
11	112	3
11	110	3
11	81	3
11	83	3
11	134	3
11	98	3
11	101	3
11	105	3
11	86	3
14	98	3
17	134	3
17	136	3
17	105	3
17	106	3
17	102	3
17	86	3
17	135	3
21	78	3
21	110	3
21	81	3
21	83	3
21	134	3
21	98	3
21	99	3
21	100	3
21	101	3
21	105	3
21	102	3
21	85	3
21	86	3
21	87	3
21	135	3
23	111	3
23	125	3
23	78	3
23	110	3
23	81	3
23	83	3
23	100	3
23	102	3
24	110	3
24	81	3
24	83	3
24	99	3
24	101	3
24	105	3
24	106	3
24	86	3
24	135	3
25	110	3
25	81	3
25	83	3
25	101	3
25	105	3
25	106	3
26	83	3
26	134	3
26	99	3
26	101	3
26	105	3
26	106	3
27	105	3
119	79	3
30	81	3
30	134	3
30	105	3
30	106	3
30	135	3
31	105	3
32	97	3
32	134	3
32	100	3
32	101	3
32	105	3
33	83	3
33	105	3
33	106	3
34	111	3
34	83	3
34	134	3
34	99	3
34	100	3
121	134	3
121	98	3
121	101	3
121	105	3
35	111	3
35	83	3
35	97	3
35	134	3
35	98	3
35	99	3
35	100	3
35	101	3
35	106	3
35	86	3
122	99	3
37	111	3
37	88	3
37	125	3
37	78	3
37	110	3
37	81	3
37	83	3
37	97	3
37	98	3
37	99	3
37	100	3
37	101	3
37	102	3
37	85	3
37	86	3
37	135	3
38	98	3
38	101	3
38	105	3
38	135	3
137	99	3
137	135	3
42	106	3
43	89	3
43	99	3
43	101	3
43	105	3
43	86	3
44	105	3
45	111	3
45	125	3
45	89	3
45	78	3
45	110	3
45	81	3
45	83	3
45	97	3
45	134	3
45	98	3
45	100	3
45	106	3
45	86	3
45	87	3
45	135	3
46	110	3
46	134	3
46	105	3
46	106	3
47	84	3
47	105	3
47	106	3
51	89	3
51	78	3
51	95	3
51	100	3
51	101	3
51	106	3
51	102	3
51	86	3
51	103	3
51	135	3
52	84	3
52	134	3
52	98	3
52	99	3
52	101	3
52	105	3
52	86	3
53	83	3
53	98	3
53	99	3
53	101	3
53	105	3
53	106	3
53	86	3
57	110	3
57	83	3
57	134	3
57	98	3
57	99	3
57	101	3
57	105	3
57	106	3
58	79	3
58	101	3
58	105	3
58	106	3
58	135	3
128	134	3
128	86	3
59	89	3
59	83	3
59	84	3
59	134	3
59	99	3
59	105	3
129	101	3
60	98	3
60	105	3
61	106	3
62	110	3
62	81	3
62	83	3
62	100	3
62	105	3
62	106	3
62	135	3
63	134	3
63	98	3
63	99	3
63	105	3
65	84	3
66	90	3
66	110	3
66	81	3
66	83	3
66	84	3
66	105	3
66	106	3
66	85	3
66	135	3
67	125	3
67	78	3
67	79	3
67	82	3
67	134	3
67	100	3
67	101	3
67	105	3
67	106	3
67	102	3
67	86	3
67	135	3
70	110	3
70	81	3
70	83	3
70	98	3
70	99	3
70	101	3
70	105	3
70	106	3
71	83	3
71	84	3
71	101	3
71	105	3
71	106	3
71	103	3
72	78	3
72	82	3
72	99	3
72	100	3
72	105	3
72	106	3
72	86	3
72	135	3
73	84	3
73	98	3
73	99	3
73	105	3
73	86	3
74	88	3
74	89	3
74	78	3
74	90	3
74	92	3
74	93	3
74	131	3
74	110	3
74	95	3
74	96	3
74	83	3
74	97	3
74	100	3
74	106	3
74	102	3
74	86	3
74	103	3
3	138	4
3	139	4
3	140	4
6	138	4
6	139	4
9	138	4
9	139	4
9	141	4
9	140	4
9	142	4
9	143	4
9	144	4
14	138	4
14	139	4
14	141	4
20	138	4
20	139	4
20	141	4
20	143	4
24	139	4
24	140	4
24	142	4
24	143	4
24	144	4
25	139	4
25	140	4
25	142	4
26	138	4
27	138	4
119	139	4
30	138	4
31	138	4
31	139	4
33	138	4
121	144	4
122	138	4
122	139	4
38	145	4
38	144	4
39	141	4
39	140	4
41	139	4
42	138	4
43	141	4
43	144	4
44	138	4
46	140	4
46	142	4
46	143	4
47	139	4
47	141	4
49	138	4
51	138	4
51	139	4
52	145	4
52	144	4
53	139	4
53	140	4
54	138	4
55	141	4
57	139	4
57	140	4
57	142	4
57	143	4
58	139	4
58	141	4
128	139	4
59	139	4
59	145	4
59	144	4
129	138	4
129	142	4
129	143	4
60	138	4
60	139	4
60	141	4
146	139	4
61	138	4
61	140	4
61	142	4
130	138	4
130	139	4
130	141	4
130	140	4
130	142	4
62	138	4
62	139	4
62	141	4
62	140	4
62	142	4
62	143	4
63	138	4
63	139	4
63	141	4
64	141	4
65	138	4
65	142	4
66	138	4
66	142	4
67	138	4
67	139	4
132	139	4
68	138	4
69	138	4
69	139	4
70	138	4
70	139	4
70	140	4
70	142	4
70	143	4
71	139	4
71	140	4
71	142	4
72	138	4
72	139	4
73	138	4
